site_id,local_site_name,site_address,state,county,city,pollutant_id,parameter_name,units_of_measure,method,date,sample_duration,observation_count,arithmetic_mean,aqi
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210721,24 HOUR,1,14.9,62.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210721,24 HOUR,1,14.9,62.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210721,24 HOUR,1,14.9,62.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210721,24 HOUR,1,14.9,62.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210721,24 HOUR,1,14.9,62.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0002,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,88101,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,20210727,24 HOUR,1,11.0,55.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210701,1 HOUR,24,36.875,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210701,24-HR BLK AVG,1,36.0,33.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210702,1 HOUR,21,35.761905,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210702,24-HR BLK AVG,1,35.0,32.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210703,1 HOUR,24,34.875,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210703,24-HR BLK AVG,1,34.0,31.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210704,1 HOUR,24,52.166667,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210704,24-HR BLK AVG,1,52.0,48.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210705,1 HOUR,24,121.166667,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210705,24-HR BLK AVG,1,121.0,84.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210706,1 HOUR,24,36.333333,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210706,24-HR BLK AVG,1,36.0,33.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210707,1 HOUR,24,43.666667,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210707,24-HR BLK AVG,1,43.0,40.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210708,1 HOUR,20,42.75,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210708,24-HR BLK AVG,1,42.0,39.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210709,1 HOUR,22,43.045455,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210709,24-HR BLK AVG,1,43.0,40.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210710,1 HOUR,22,33.681818,
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210710,24-HR BLK AVG,1,33.0,31.0
0016,Glendora,"840 LAUREL, GLENDORA",California,Los Angeles,Glendora,81102,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION,20210711,1 HOUR,24,31.708333,
